asin,review_date,rating,review_summary,review_text,product_title,product_brand,product_category,product_description,review_count,desc_best,product_description_filled,desc_source,category_lv2
B000H3NF70,2008-02-20,4.0,Mad Mad Love & Drunk Dial,"I first bought Mad Mad Love, and it's great. You can make it as subtle or as bold as you want. I wear this to work (I'm an office manager) fairly frequently because the brush lets me put on such a thin line that it just gives a little sparkle to my look. For the most part, this is a little bit of clear (maybe slightly pink) base with a LOT of glitter. Later on, I decided to purchase Drunk Dial. Not the same at all! This is mostly blue liquid (that stains my eyelids!) with a little glitter. I rarely use it. I'm not a MAC person, but after this disappointment, I broke down and bought MAC's ""Peacocky"" glitter liner...it's so much better and it's even $1 less!",Too Faced Starry-Eyed Liquid Eyeliner,,All Beauty,,9,,Product: Too Faced Starry-Eyed Liquid Eyeliner.,generated_from_title,Makeup
B000H3NF70,2008-01-22,5.0,SPARKLE & SHINE,"First of all I'd like to stand and say that ""I'm a TOTAL make-up Junkie""! ...it's true, I have every brand, color, name and kind known to man, a self-proclaimed expert on the subject, if I do say so myself! And I guess that's who matters, right? Me! I know how I want to look and this line makes it so easy to be me and dare to be, and do, what I want to! This eyeliner is terrific. As stated, it is a liquid so it goes on smooth, can be as thick or as thin as you like, it depends on how dramatic you want it, and washes off as easy as it goes on. The sparkle and shine is amazing! Also, there are many colors to choose from to suit your mood or need on any particular day or night. I would reccomend this product to anyone who loves to look and feel beautiful, loves make-up, or just wants to try something a little different from your everyday liner. This is an amazing product that comes in a nice sized container that will last quite a while for the price. I'd say pick one up...maybe two, you won't be disappointed!",Too Faced Starry-Eyed Liquid Eyeliner,,All Beauty,,9,,Product: Too Faced Starry-Eyed Liquid Eyeliner.,generated_from_title,Makeup
B000H3NF70,2007-12-03,5.0,Carnaval!,"Sooo gorgeous! I bought the drunk dial color yesterday and am exercising EXTREME self control to not buy the mad mad love and ooh & ahh. This looks lovely with absolutely NO other makeup. None. All the colors are splendid. I really would enjoy them all. I think I have my favorites though. The glitter is the proper size in this brand, so it really shows up. Not just shimmer or shine, but visibly sparkling. There is also a little color in the gel base that blends in when it is applied so the line does not have to be Perfect. It dries in several seconds and washes off very easily, just rubbing gently with water worked AFTER wearing it for several hours. Today I put it on and then played with the Kitty Glitter. They look nice together.",Too Faced Starry-Eyed Liquid Eyeliner,,All Beauty,,9,,Product: Too Faced Starry-Eyed Liquid Eyeliner.,generated_from_title,Makeup
B000H3NF70,2007-07-05,5.0,It's a VERY fun look!,"I'm 15 years old and female(Using my dad's amazon account.) I got Drunk Dial the day before yesterday, it took about 5 days to get here. I LOVE IT! I LOVE glitter, and I am VERY picky when it comes to make up. This doesn't hurt my eyes. I wear contacts, and I don't put it on the lash line inside the lid (it says not to do that on the directions on the back), so I don't know if that would hurt (most eyeliners hurt or dry out my contacts, especially liquid eyeliners with glitter.) If you don't use a lot, it brings a wonderful shine. And the more you apply, well the bluer and more glittery it gets (a thicker coat looks great at night and it's not too dark.) With that one review about it getting on the top lid as you blink, that was (as the review slightly touched on) probably because that person didn't let it dry. It's fast dry, it will get only a little on the top lid if you put a thick coat and blink right after. I usually put it on before drying my hair. It lasts all day, washes off completely and easily when you wash your face, it's easy to apply, applies as thin or thick as you want, and the look is amazing. This is my favorite eyeliner in every way (I have A LOT of eyeliner!) A couple notes on the color and size of the product: It's teal in tint (but not too much) it a very aqua color. The bottle is the size of a normal container of eyeliner, about 2 inches tall with a 1/4 inch radius. (It's enough to last me almost a year.) Also look at <a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Urban-Decay-Heavy-Metal-Glitter-Liner/dp/B0002QNMPC/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Urban Decay Heavy Metal Glitter Liner</a>, it costs more and it burns my eyes, I could barely put it on. But it's more intense. I have sensitive skin and if you aren't sure or have sensitive skin as well I don't recommend it. But it maybe exactly what you're looking for! =^^= I hope this review helps!",Too Faced Starry-Eyed Liquid Eyeliner,,All Beauty,,9,,Product: Too Faced Starry-Eyed Liquid Eyeliner.,generated_from_title,Makeup
B000H3NF70,2007-01-22,5.0,"Fabulous, Glamorous, Want it in more colors-us.","So, I bought this in ""Mad Mad Love"" and the name is the only way to describe how I feel about it! I wear it on an almost everyday basis (to class, or work as an engineering intern) paired with neutral eyeshadow, and stick liners. Just use some light shadow, and line the top and botom lid like normal with a brown/blue/other neutral color, and then add a thin line of this stuff to the top lid and let it dry. It's a great daytime look, and you can go thicker/more layers for nighttime. If you want a color that will match anything you wear, go for the mad mad love. the pink is kind of muted, and the glitter is multi-colored.",Too Faced Starry-Eyed Liquid Eyeliner,,All Beauty,,9,,Product: Too Faced Starry-Eyed Liquid Eyeliner.,generated_from_title,Makeup
B000H3NF70,2006-09-23,4.0,Makes your eyes really sparkle!!!,"I was afraid to try a glitter line bcause I didn't want to look too rock'n'roll, but this just looks so gorgeous on! I got this in Drunk Dial and wear it on my top lids. My only complaint is that it has been known to come off onto my upper top lids as I blink my eyes, so maybe I didn't give it long enough time to dry completely. Otherwise, it's very easy to apply and looks just lovely.",Too Faced Starry-Eyed Liquid Eyeliner,,All Beauty,,9,,Product: Too Faced Starry-Eyed Liquid Eyeliner.,generated_from_title,Makeup
B000H3NF70,2006-08-18,5.0,Love it!,I love how the glitter isn't like those chunky ones you normally see at stores. I have the pink one and that one can go with pretty much anything. The green is awesome with the green pencil too. The girl at the store that sold it to me was wearing the green and i tried the pink so I HAD to have it.,Too Faced Starry-Eyed Liquid Eyeliner,,All Beauty,,9,,Product: Too Faced Starry-Eyed Liquid Eyeliner.,generated_from_title,Makeup
B000S805IG,2011-05-08,3.0,Good But Difficult to Use,"After much research on causes and cures for canker sores (and be alert that whereas cold sores and fever blisters are the same thing, and caused by a virus - herpes simplex - canker sores are not viral and not contagious) after a third successive outbreak from last Autumn to late Winter, I was getting depressed and a bit desperate. Canker sores are slow to heal, and you will find what health remedies work best, but meanwhile what to do about the extreme pain? Usually KANKA pain relieving liquid is a favorite, but it, as most of these topical applications, does not heal, it just allows you to feel less crazy for a while. (Also, it stings initially.) So, as above, in a desperate moment, after reading that a doctor developed CANKER MELTS, and that it received good ratings, I purchased them. They are round ""band aids"" for direct application to the ulcer. It is important for adherence that that area of your tongue, mouth or cheek be as saliva free as possible, something that was difficult for me. The ""Melt"" is meant to adhere to the ulcer, giving it a little cover. It is soothing, and does have some substance that helps it adhere. Again, however, I failed the test; as soon as my tongue bumped against it, it moved, and wouldn't re-adhere. So, with proper application, it's nice. You may have better luck than I.",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000S805IG,2011-01-15,3.0,Helps a bit.,"The disks that adhere to the canker sore do help with the pain for a while, but the healing time was the same as without them. The product does not claim to speed healing, so nothing surprising there.",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000S805IG,2010-06-16,5.0,relief from caker sores,"Canker melts are the only product I have found that actually shorten the duration of a canker sore. They don't just numb the pain, although they do this as well, they heal the wound. If used when sore is first felt you can even avoid it all together. I love these and hope they don't stop making them. They are getting harder and harder to find.",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000S805IG,2009-03-25,5.0,Good Product,"Excellent product, relieves the pain fairly quickly and the canker sore does seem to heal faster than usual.",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000S805IG,2009-01-18,5.0,Work Great,"First review I've ever written... just wanted to tell you these work. Pain goes away in 1 day, whole thing in 3 days. Definitely worth a try.",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000S805IG,2008-09-01,1.0,Cankermelts didn't help at all,"I tried using canker melts 4 days in a row and I saw no improvement at all in the canker sore I had. I tried this product because it was cheaper than canker covers by Quantum. However, canker covers work overnight and my canker sore is gone usually in 1 day. I would recommend canker covers product instead.",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000S805IG,2008-07-21,5.0,Most effective treatment I've found,"I've suffered with canker sore for years. I've learned some of my triggers, such as sodium lauryl sulfate (I switched to JASON toothpastes) and ibuprofen (Advil) makes them much worse. I've tried all of the over the counter treatments. Some of the other products help with the pain, but this is the only one I have found which TRULY shortens the course of the canker sores. Sometimes they are painful on application, if the sore has progressed too far, but the pain goes away pretty quickly, and soon becomes much less than it was before applying the disc. This isn't a problem if I catch the sore early. No matter how bad the sore, and I had some almost as big as the disc, they are either completely gone or nearly so within three days, without fail. I can't recommend Cankermelts enough. Please try them, as I'm sure you will be impressed. I also want everyone to know about these, so that they don't end up going off the market. I don't want to live without these little things!",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000S805IG,2008-03-19,5.0,They actually work,"I was very skeptical purchasing these but my friend had been using them and recomended them. Yes I am very happy with them, they stop mouth sores from getting worse and start to make them go away as soon as you use them.",Cankermelts - Canker Sore Oral Patch - 18 discs,Cankermelts,All Beauty,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",8,"For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.","For healing canker sores and other ordinary mouth ulcers, including denture sores and sores resulting from braces or biting the lip or cheek. Guaranteed to heal new canker sores in 1 to 4 days or your money back. The ONLY medication that applies the soothing ingredient GX - providing pain relief without numbing. Easy - to - use time - release discs deliver GX directly to the sore for 2 - 6 hours with no unpleasant taste.",original,Makeup
B000WZJNEW,2017-04-13,5.0,Lipstick application lasts longer,Always keeps lipstick in place & prevents seeping away from lipline into creases!,Bare Escentuals bareVitamins Lip Rev-er Upper 0.035 oz,Bare Escentuals,All Beauty,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",8,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.","Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",original,Makeup
B000WZJNEW,2014-03-12,5.0,Love this product,Great product,Bare Escentuals bareVitamins Lip Rev-er Upper 0.035 oz,Bare Escentuals,All Beauty,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",8,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.","Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",original,Makeup
B000WZJNEW,2013-08-18,5.0,The best product of its' kind!,"I have used this product for several years and it works for me . . . I do love it. When I went to buy a new one, I discovered they have discontinued it. (BIG MISTAKE)!! I went on-line and ordered all I could find available (5) which will do me for a while and maybe the company will come out with some sort of replacement by the time I finish using all I have purchased.",Bare Escentuals bareVitamins Lip Rev-er Upper 0.035 oz,Bare Escentuals,All Beauty,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",8,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.","Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",original,Makeup
B000WZJNEW,2013-07-10,5.0,Wife claims this is a miracle product,"My wife almost cannot live without this product and swears it has miraculous effects. That's good enough for me. Buying this online saves me at least 50% over what it can be acquired for locally, if it can be found at all.",Bare Escentuals bareVitamins Lip Rev-er Upper 0.035 oz,Bare Escentuals,All Beauty,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",8,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.","Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",original,Makeup
B000WZJNEW,2013-07-07,5.0,Best product ever.,Love this product. Does a great job of keeping lipstick on lips and not in the lines around the mouth. Highly recommend.,Bare Escentuals bareVitamins Lip Rev-er Upper 0.035 oz,Bare Escentuals,All Beauty,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",8,"Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.","Amazing lipcolor simply takes a little preparation. Use our instant lip smoother to lock in your favorite color and extend its wear. It also moisturizes your lips, fills in fine lines, and prevents an unwanted overflow of color. The result? A soft, shapely rev-ed up silhouette. Apply Lip Rev-er Upper first, and get ready for lipcolor that just keeps going.",original,Makeup
